	freebase_ids	awards
15157	/m/0k1q3j	
15158	/m/0jxv2k	
15159	/m/03cpdhs	
15160	/m/0b_653s	
15161	/m/02qrn33	
15162	/m/076dp0	
15163	/m/0gbypb4	
15164	/m/04gqmp3	
15165	/m/0jxjghs	
15166	/m/0jxjgl0	
15167	/m/0416457	
15168	/m/08d03s	
15169	/m/0jxjgk8	
15170	/m/0jxjgjx	
15171	/m/04wgqq	
15172	/m/0k1q3x	
15173	/m/0jxjgfp	
15174	/m/0274w23	
15175	/m/0k1q3b	
15176	/m/07v4yx	
15177	/m/076drj	
15178	/m/059t1_j	
15179	/m/0k1q42	
15180	/m/0gbx3v2	
15181	/m/0jy96y	
15182	/m/0jxjgf9	
15183	/m/0jxjgh5	
15184	/m/026_hjq	
15185	/m/026t6pn	
15186	/m/0jxjgjj	
15187	/m/0d_w7n	
15188	/m/0bvsx94	
15189	/m/06gltj	
15190	/m/056z9_	
15191	/m/0jy96r	
15192	/m/0g8mmz	
15193	/m/0b_6540	
15194	/m/0krtff	
15195	/m/0jxjggf	
15196	/m/0jy973	
15197	/m/0jxjgg1	
15198	/m/0fpgwgw	
15199	/m/05c065	
15200	/m/086pph	Tony Award for Best Actress in a Play,Drama Desk Award for Outstanding Actress in a Play,Commander of the Order of the British Empire,star on Hollywood Walk of Fame
15201	/m/0b78hw	Thomas Merton Award,Benjamin Franklin Medal,Erich Fromm Prize,Carl von Ossietzky Prize,Helmholtz Medal,Sydney Peace Prize,Orwell Award,Albertus-Magnus professorate,Albertus-Magnus professorate,BBVA Foundation Frontiers of Knowledge Award,Seán MacBride Peace Prize,APA Award for Distinguished Scientific Contributions to Psychology,William James Fellow Award,Kyoto Prize in Basic Sciences,honorary doctorate of the Vrije Universiteit Brussel,honorary doctor of the Peking University,US Peace Prize,Guggenheim Fellowship,Fellow of the Royal Society of Canada,James Joyce Awards,Sretenje Order,honorary doctor of the University of Uppsala,honorary doctor of Harvard University,honorary doctor of the University of St Andrews,Honorary doctor of the University of Bologna,honorary doctorate from the University of Cambridge,honorary doctorate from Columbia University,honorary doctorate of the Autonomous University of Madrid,honorary doctor of the University of Athens,Honorary doctorate from University of Toronto,CSS Fellow,Fellow of the Linguistic Society of America,Honorary Doctorate of University of Buenos Aires,honorary doctorate from the McGill University,Honorary Doctorate from the National Autonomous University of Mexico,honorary doctor of Loyola University Chicago,honorary doctor of the University of Chile,Associate Member of the Tunisian Academy of Sciences,honorary doctor of the University of Calcutta,Honorary doctorate from university of Florence,honorary doctor of Amherst College,Honorary Fellow of the British Psychological Society
15202	/m/0k8y7	Golden Globe Award for Best Actress – Motion Picture Drama,Golden Globe Award for New Star of the Year – Actress,star on Hollywood Walk of Fame
15203	/m/0bv70	O. Henry Award,National Book Award,Pulitzer Prize for Fiction,Guggenheim Fellowship,Lillian Smith Book Award,Lillian Smith Book Award,California Hall of Fame,LennonOno Grant for Peace,Humanist of the Year,Candace Award,Carl Sandburg Literary Award,honorary degree from Spelman College
15204	/m/07dw02	Primetime Emmy Award for Outstanding Directing for a Drama Series,Primetime Emmy Award,Directors Guild of America Award
15205	/m/013qb0	Knight Bachelor,Officer of the Order of the British Empire
15206	/m/01rw116	Black Filmmakers Hall of Fame,Saturn Award for Best Supporting Actor,star on Hollywood Walk of Fame
15207	/m/0gwb0x	César Award for Best Writing,César Award for Best Writing,César Award for Best Writing,César Award for Best Writing,César Award for Best Supporting Actor,European Film Award for Best Screenwriter,European Film Award for Best Screenwriter,René Clair Award,Molière Award for Best Actor
15208	/m/0dx_5k	Theatre World Award
15209	/m/04snwm	Hochi Film Award,Mainichi Film Award for Best Screenplay
15210	/m/07rwk8	Inkpot Award
15211	/m/012cj0	Off-road Motorsports Hall of Fame,National Defense Service Medal,star on Hollywood Walk of Fame
15212	/m/0127xk	Grammy Award for Best Original Jazz Composition,star on Hollywood Walk of Fame,Peabody Awards
15213	/m/04p73w0	Officer of Arts and Letters
15214	/m/099w0y	Elan d'or Award for Newcomer of the Year,Blue Ribbon Awards for Best Newcomer
15215	/m/01bpc9	"""Spirit of Americana"" Free Speech Award,Grammy Awards,MOJO Awards"
15216	/m/01wxzf	Clarence Derwent Awards
15217	/m/0crh2wz	National Film Award for Best Supporting Actress
15218	/m/0gh6zgt	Bangladesh National Film Awards
15219	/m/02xxbs	James Parks Morton Interfaith Award
15220	/m/01rgct	
15221	/m/0267v_y	
15222	/m/046v9gj	
15223	/m/03mf1kx	
15224	/m/03cfhhd	
15225	/m/0gcy1sz	
15226	/m/0282c0p	
15227	/m/0k_zxbx	
15228	/m/08fbcgy	
15229	/m/05p0q_h	
15230	/m/0cb735	
15231	/m/08k441	
15232	/m/0gttkjp	
15233	/m/0k28d_	
15234	/m/0h34mg	
15235	/m/0dgnycb	
15236	/m/04vvjr	
15237	/m/0gbwlrb	
15238	/m/0g9hgzc	
15239	/m/0bnnvrp	
15240	/m/0k6z09	
15241	/m/0gcx8nc	
15242	/m/0drxgp5	
15243	/m/0gc7vj7	
15244	/m/0gbyj98	
15245	/m/0gc1vst	
15246	/m/03c41mr	
15247	/m/0g10br	
15248	/m/0jx55z	
15249	/m/0gcvqml	
15250	/m/0gcz5cx	
15251	/m/0k7p03	
15252	/m/0gcdjt3	
15253	/m/0bh77kl	
15254	/m/0gcxsbb	
15255	/m/0gbz2fd	
15256	/m/0k_zy0k	
15257	/m/0cj2vj	
15258	/m/0gdk4ft	
15259	/m/049cnp	
15260	/m/0g9hgxw	
15261	/m/0bnnvqy	
15262	/m/0dn5t_	
15263	/m/095zvr	
15264	/m/04p7j8t	
15265	/m/0j_2kw	
15266	/m/05mylgp	
15267	/m/096cks	
15268	/m/06w3s53	
15269	/m/0g9hgxj	
15270	/m/0gcy5hr	
15271	/m/0k7n_y	
15272	/m/0bqppd	
15273	/m/04_0mrx	
15274	/m/0gc3fg6	
15275	/m/0k7p09	
15276	/m/09nf2rx	
15277	/m/07p52gc	
15278	/m/0c0l_8d	
15279	/m/0k7n_k	
15280	/m/0bb494	
15281	/m/07g9z5	
15282	/m/01c_3f	
15283	/m/0bnnvrg	
15284	/m/0gc9q35	
15285	/m/0gdl_tv	
15286	/m/0g9hgx0	
15287	/m/0h77z8	
15288	/m/0gcy0b6	
15289	/m/0cj56t	
15290	/m/027y5ry	
15291	/m/09k4j2l	
15292	/m/0bschtq	
15293	/m/03hl6vz	
15294	/m/0g9cb5k	
15295	/m/0k7n_r	
15296	/m/0gbwn4_	
15297	/m/0k7dc9p	
15298	/m/03grgqj	
15299	/m/0gbynmg	
15300	/m/0bply8	César Award for Best Actress,Prix Romy Schneider,Knight of the National Order of Merit,Officer of Arts and Letters,Molière Award for Best Actress
15301	/m/0chw_	Academy Award for Best Actress,Academy Award for Best Actress,Saturn Award,Golden Globe Award for Best Actress – Motion Picture Drama,Golden Globe Cecil B. DeMille Award,BAFTA Award for Best Actress in a Leading Role,BAFTA Award for Best Actress in a Supporting Role,Golden Globe Award for Best Supporting Actress – Motion Picture,BAFTA Award for Most Promising Newcomer to Leading Film Roles,Jameson People's Choice Award for Best Actress,Hasty Pudding Woman of the Year,Golden Globe Awards,Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Leading Role,Saturn Award for Best Actress,Independent Spirit Award for Best Female Lead,David di Donatello for Best Foreign Actress,David di Donatello for Best Foreign Actress,star on Hollywood Walk of Fame,Sitges Grand Honorary Award,Crystal Award,Jupiter Awards,Mary Pickford Award
15302	/m/03c144k	Time 100,Milano International Film Festival Awards (MIFF Awards)
15303	/m/02rxc4n	Silver Shell for Best Actor,Silver Shell for Best Actor,Gold Medal of Merit in the Fine Arts,Honorary Goya Award,Premio Nacional de Cinematografía,Premio Feroz for Best Supporting Actor in a TV Series
15304	/m/02nxzk	Honorary César
15305	/m/04gjj	Mussolini Cup,Olympic Games Decoration
15306	/m/02rz5pl	Gold Medal of Merit in the Fine Arts,National Theater Prize,Honorary Goya Award,FAD Sebastià Gasch Award,Grand Cross of the Civil Order of Alfonso X the Wise,Grand Cross of the Civil Order of Alfonso X the Wise,Max Honor Award,Medalla de Oro,Gold Medal of Work Merit,Gold Medal of Madrid,Valladolid Gold Medal
15307	/m/01fd57	Cannes Film Festival Award for Best Actress,Golden Globe Awards
15308	/m/026fbtg	Jussi Award for Best Leading Actor,Jussi Award for Best Leading Actor,Kritiikin Kannukset,Jussi Award for Best Supporting Actor,Golden Venla
15309	/m/02pk7nm	Grand Prix Gobert
15310	/m/0151xv	Knight Bachelor,Commandeur des Arts et des Lettres,Chevalier des Arts et des Lettres
15311	/m/02wfyc	Officer of the Order of the British Empire
15312	/m/0csqw8	Jussi Award for Best Supporting Actor,Pro Finlandia Medal of the Order of the Lion of Finland
15313	/m/020fm5	Pour le Mérite,Knight's Cross of the Iron Cross,flying ace
15314	/m/02hsgn	Fulbright Scholarship,star on Hollywood Walk of Fame,Mary Pickford Award
15315	/m/025xz63	Nandi Award,Filmfare Awards South
15316	/m/044mjy	Saturn Award for Best Actor on Television
15317	/m/03xblf	Member of the Order of the British Empire
15318	/m/014rqr	Commander of the Order of the British Empire
15319	/m/0gfdnzf	Meritorious Artist
15320	/m/0d6tx6	star on Hollywood Walk of Fame
15321	/m/087sp5	star on Hollywood Walk of Fame
15322	/m/0bmf18d	
15323	/m/0hnpt1x	
15324	/m/0gcd88f	
15325	/m/02_y3s	
15326	/m/08wltb	
15327	/m/0gcc5q6	
15328	/m/0gc4g62	
15329	/m/04ghx10	
15330	/m/0g9ydl3	
15331	/m/02qlq5j	
15332	/m/0gcxr11	
15333	/m/0593ll	
15334	/m/0j8s6x0	
15335	/m/03cqs5y	
15336	/m/04jd8jf	
15337	/m/0gcc9zr	
15338	/m/0j8s1zr	
15339	/m/0hnpt2x	
15340	/m/0g9n18c	
15341	/m/0j8s347	
15342	/m/02z475f	
15343	/m/0gsn4k	
15344	/m/0ds4fy4	
15345	/m/0j8s6wp	
15346	/m/02x701h	
15347	/m/07xgrhn	
15348	/m/0j8s6vt	
15349	/m/04l3_z	
15350	/m/03c_sm3	
15351	/m/06g6gd	
15352	/m/02x6kqd	
15353	/m/01kgpk	
15354	/m/0b_vdgy	
15355	/m/030r7t	
15356	/m/016vcp	
15357	/m/04mzn5r	
15358	/m/09753p	
15359	/m/03bzzwq	
15360	/m/0cl430	
15361	/m/0gc6dht	
15362	/m/0b_vdfp	
15363	/m/0j8s405	
15364	/m/0bvtt19	
15365	/m/026gzvh	
15366	/m/02qlq9n	
15367	/m/0j96b1z	
15368	/m/02qlqg3	
15369	/m/0j96b1d	
15370	/m/0j8s4qp	
15371	/m/0hnpt2b	
15372	/m/0g9n16t	
15373	/m/02qm944	
15374	/m/0j8s3r0	
15375	/m/0gc0ygc	
15376	/m/0c96rx	
15377	/m/0gccmtc	
15378	/m/02qrtbn	
15379	/m/0g9n17h	
15380	/m/0gb_s5d	
15381	/m/0600t8	
15382	/m/0gb_t3t	
15383	/m/027fx9	
15384	/m/0j8s4w0	
15385	/m/06zq3fc	
15386	/m/0j8s1zj	
15387	/m/03m9h0m	
15388	/m/0j8s3n2	
15389	/m/03_wj_	
15390	/m/0gbwq0p	
15391	/m/07xgrk2	
15392	/m/047lcfm	
15393	/m/0g9n18q	
15394	/m/0j8s4f0	
15395	/m/03c1q1x	
15396	/m/0b_vd6f	
15397	/m/0k5d1d	
15398	/m/0g9n174	
15399	/m/0gc3bvy	
15400	/m/0b6kyrg	Academy Award for Best Supporting Actress,Time 100,BAFTA Award for Best Actress in a Supporting Role,Screen Actors Guild Award for Outstanding Performance by a Female Actor in a Supporting Role,Sitges Film Festival Best Actress award,Blue Dragon Film Award for Best Actress,Grand Bell Awards
15401	/m/02bj6k	Golden Globe Award for Best Actor – Miniseries or Television Film,Primetime Emmy Award for Outstanding Guest Actor in a Comedy Series,Primetime Emmy Award for Outstanding Guest Actor in a Comedy Series,Golden Globe Award for Best Supporting Actor – Series, Miniseries or Television Film,Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie
15402	/m/09ggsw7	Silver Bear for Best Actress,Blue Dragon Film Award for Best Actress
15403	/m/0sz28	Academy Award for Best Actor,Academy Award for Best Actor,Cannes Film Festival Award for Best Actor,Golden Globe Award for Best Actor – Motion Picture Drama,Volpi Cup for Best Actor,Volpi Cup for Best Actor,Order of Merit (Ukraine), 3rd class,Producers Guild Stanley Kramer Award
15404	/m/01swck	Caméra d'Or,Primetime Emmy Award for Outstanding Guest Actor in a Comedy Series,Cannes Film Festival Award for Best Actor,Theatre World Award
15405	/m/02tk74	Theatre World Award,Tony Award for Best Actress in a Musical,Drama Desk Award for Outstanding Actress in a Musical
15406	/m/0726tw	Theatre World Award
15407	/m/031634	Golden Globe Award for Best Supporting Actress – Motion Picture
15408	/m/0347xz	Primetime Emmy Award for Outstanding Lead Actor in a Drama Series,Primetime Emmy Award for Outstanding Lead Actor in a Drama Series,Primetime Emmy Award for Outstanding Lead Actor in a Drama Series,Primetime Emmy Award for Outstanding Lead Actor in a Drama Series,star on Hollywood Walk of Fame
15409	/m/018_lb	Golden Globe Award for Best Actress in a Motion Picture – Musical or Comedy,Golden Globe Award for Best Actress in a Motion Picture – Musical or Comedy,Hasty Pudding Woman of the Year,Theatre World Special Award,Evening Standard Theatre Award for Best Actress
15410	/m/07k2p6	Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series
15411	/m/0270cf_	Golden Calf for Best Actor
15412	/m/0c23yf	International Emmy Award for Best Actor
15413	/m/0k7sws	Sitges Film Festival Best Actress award
15414	/m/066q0v	Saturn Award,13th Saturn Awards
15415	/m/06761f	Clarence Derwent Awards
15416	/m/01v3bn	star on Hollywood Walk of Fame
15417	/m/09cznb	star on Hollywood Walk of Fame
15418	/m/0f9pq6	
15419	/m/01wjrn	
15420	/m/0fz3ssk	
15421	/m/0gcbxg2	
15422	/m/03m72yk	
15423	/m/06w2rl	
15424	/m/0gc2tqt	
15425	/m/0gcy9t3	
15426	/m/06y7dm	
15427	/m/03cbkxl	
15428	/m/04t5w4	
15429	/m/02qsr1g	
15430	/m/0479cw3	
15431	/m/0dlybr	
15432	/m/03cxcvx	
15433	/m/03wdn6l	
15434	/m/0fz3ss6	
15435	/m/0gbzkyt	
15436	/m/05zr6kh	
15437	/m/03m7m6w	
15438	/m/0gsr_j	
15439	/m/0bz_vk8	
15440	/m/06qw3f	
15441	/m/03cbhtx	
15442	/m/0jvg6y6	
15443	/m/043lgqt	
15444	/m/040mz5	
15445	/m/05y5_2	
15446	/m/0gc2dl1	
15447	/m/0gbv3r2	
15448	/m/0gjtg9	
15449	/m/0j8s9g8	
15450	/m/0gcgqgw	
15451	/m/071wjm	
15452	/m/0f_6zq	
15453	/m/06l0tp	
15454	/m/0d_9qw	
15455	/m/0gc5q0z	
15456	/m/043m6rg	
15457	/m/0hznx3q	
15458	/m/0gc7l7j	
15459	/m/05cdrhn	
15460	/m/02bsm	
15461	/m/09r7s_	
15462	/m/026ptxf	
15463	/m/03cyv9l	
15464	/m/0hypsb5	
15465	/m/0gm25zx	
15466	/m/0gc33nh	
15467	/m/0fz3st7	
15468	/m/02qytnq	
15469	/m/05cdrgf	
15470	/m/0gbywzp	
15471	/m/02732bf	
15472	/m/02q1shb	
15473	/m/07b1wt	
15474	/m/0h5qyh4	
15475	/m/0h5qygs	
15476	/m/03c5l73	
15477	/m/0fz3st_	
15478	/m/09bt1_	
15479	/m/0jvg6xq	
15480	/m/0gdkcjk	
15481	/m/05cdrqb	
15482	/m/06w5j4l	
15483	/m/0h5qyh7	
15484	/m/0j8s9jm	
15485	/m/04113_w	
15486	/m/0gdkhsl	
15487	/m/05cdrjf	
15488	/m/0gc9kdc	
15489	/m/0gbzl2w	
15490	/m/054ftf	
15491	/m/0j8s9h1	
15492	/m/0gc90xx	
15493	/m/0h5qygz	
15494	/m/098n_m	
15495	/m/02w0gx4	
15496	/m/0fz3srv	
15497	/m/0c429pg	
15498	/m/0gb_dy6	
15499	/m/0hgcgr0	
15500	/m/0hwbd	Academy Award for Best Actress,Theatre World Award,Primetime Emmy Award,Golden Raspberry Award for Worst Actress,Primetime Emmy Award for Outstanding Guest Actress in a Drama Series,Hasty Pudding Woman of the Year,Officer of Arts and Letters,star on Hollywood Walk of Fame
15501	/m/0m6x4	Academy Award for Best Actress,Academy Award for Best Actress,National Medal of Arts,Volpi Cup for Best Actress,Golden Globe for best actress,Knight of the Legion of Honour,Dame Commander of the Order of the British Empire,star on Hollywood Walk of Fame,honorary doctor of the University of Hertfordshire
15502	/m/023v4_	MTV Movie Award for Best Villain,Time 100,Saturn Award for Best Supporting Actress,Hasty Pudding Woman of the Year,Marcello Mastroianni Award,Jupiter Awards
15503	/m/018q81	Academy Award for Best Actress,Academy Award for Best Actress,Officer's Cross of the Order of Merit of the Federal Republic of Germany,star on Hollywood Walk of Fame
15504	/m/078jjt	Saturn Award for Best Supporting Actress on Television
15505	/m/02w3kb	Disney Legends
15506	/m/02pxgpq	Peter-Weiss Prize,Wilhelm Loth Award
15507	/m/03f2h01	Anisfield-Wolf Book Awards
15508	/m/0g83_v	Filmfare Award for Best Male Debut – South
15509	/m/01yd8v	Sitges Film Festival Best Actress award
15510	/m/05q8d9m	German Film Award
15511	/m/0fksy9	Nandi Award
15512	/m/0306ds	Peabody Awards
15513	/m/027l57n	Guggenheim Fellowship
15514	/m/0bflyr3	National Film Award for Best Supporting Actress
15515	/m/019ylp	Officer of the Order of the British Empire
15516	/m/0h16yyg	Officer's Cross of the Order of Merit of the Federal Republic of Germany
15517	/m/06xdzm	Member of the Order of the British Empire
15518	/m/02qk8h	Member of the Order of the British Empire
15519	/m/0f4y9g	
15520	/m/0cc6bsm	
15521	/m/0h16yzs	
15522	/m/0g4tvqd	
15523	/m/0h16yxx	
15524	/m/030mw0	
15525	/m/0cmb_vb	
15526	/m/0mv7h_n	
15527	/m/0gc6wfl	
15528	/m/05zkbgk	
15529	/m/0mv77np	
15530	/m/0h16yzp	
15531	/m/07l5vk	
15532	/m/0h16y_4	
15533	/m/0h16yzh	
15534	/m/0d5368	
15535	/m/0h16yz3	
15536	/m/0h16yyn	
15537	/m/0h16yx4	
15538	/m/0gcglns	
15539	/m/0gc6974	
15540	/m/0g4tvrm	
15541	/m/0fpgtz_	
15542	/m/0272t_k	
15543	/m/0g4tvrc	
15544	/m/02vrsg3	
15545	/m/0f735f	
15546	/m/0945tt	
15547	/m/0gc2zbh	
15548	/m/0g4tvsk	
15549	/m/0gc2qhx	
15550	/m/0g4tvs8	
15551	/m/046wt6	
15552	/m/0g4tvs1	
15553	/m/0h16yyy	
15554	/m/0g4tvrv	
15555	/m/0b_znz6	
15556	/m/075m7d	
15557	/m/0h16yy8	
15558	/m/0h16yzz	
15559	/m/0gby29r	
15560	/m/05t09zw	
15561	/m/07k65n0	
15562	/m/0gch0k6	
15563	/m/0cnzzqq	
15564	/m/0h16yxj	
15565	/m/0gc37cn	
15566	/m/0gcxj7h	
15567	/m/01900g	
15568	/m/080kws4	
15569	/m/0h16yz9	
15570	/m/0h16y_b	
15571	/m/04l2wr	
15572	/m/0dk7pm	
15573	/m/0g4tvq2	
15574	/m/0gdkwjr	
15575	/m/02z147	
15576	/m/0gcxp73	
15577	/m/0h16yxb	
15578	/m/03nrbx	
15579	/m/04_6w2k	
15580	/m/0h16yxq	
15581	/m/099z1x	
15582	/m/0gcl6kc	
15583	/m/0lm4r4p	
15584	/m/03ctdq3	
15585	/m/0gc0g7q	
15586	/m/0h16yy2	
15587	/m/0gdmh3z	
15588	/m/0jvn5j	
15589	/m/02rylh6	
15590	/m/0gc6gwt	
15591	/m/06wb7fd	
15592	/m/0gc2d46	
15593	/m/0gcxrf3	
15594	/m/09v9bk4	
15595	/m/05q7mcr	
15596	/m/05d5lp	
15597	/m/030vnz	
15598	/m/0chcf8	
15599	/m/0809v8m	
15600	/m/06trhc	Nika Award,Order of Friendship,Golden Eagle Award for Best Leading Actor
15601	/m/0ch813h	Great Artist of Hungary Award,Andor Ajtay Memorial Award,Kossuth Prize,Jászai Mari Prize,Hegedűs Gyula Prize
15602	/m/0bvc54z	Great Artist of Hungary Award,Kossuth Prize,Meritorius Artist of Hungary
15603	/m/09y20	BAFTA Award for Best Actor in a Supporting Role,Primetime Emmy Award for Outstanding Lead Actor in a Miniseries or a Movie,Golden Globe Awards,Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Miniseries or Television Movie,James Joyce Awards
15604	/m/013_vh	Tony Award for Best Featured Actor in a Musical,Sitges Film Festival Best Actor award,Teen Choice Awards,2009 MTV Movie Awards,Golden Apple Award,National Movie Awards,star on Hollywood Walk of Fame
15605	/m/0h9jvms	Jászai Mari Prize,Story Five-Stars Award
15606	/m/0gm5pt1	Jászai Mari Prize,Mensáros László award
15607	/m/01pg33	MTV Movie Award for Best On-Screen Duo,MTV Movie Award for Best Villain,MTV Movie Award for Best Villain,Teen Choice Award for Best Villain
15608	/m/0134w7	Young Artist Award for Best Leading Young Actress in a Feature Film,Teen Choice Award for Choice Movie Actress - Sci-Fi/Fantasy,Teen Choice Award for Choice Summer Movie Star: Female,Teen Choice Award for Choice Movie: Liplock
15609	/m/03dzj_	British Academy Television Award for Best Supporting Actress,Golden Nymph for Outstanding Actress in a Television Film
15610	/m/0b7ct_	Gaudí Award for Best Actress in a Leading Role
15611	/m/07dd04	Starlight International Cinema Award
15612	/m/04gw9xr	Ischia Global Film & Music Festival,2019 Teen Choice Awards
15613	/m/016nff	Laurence Olivier Award,BAFTA Award for Best Actress in a Leading Role,Golden Globe Awards,Dame Commander of the Order of the British Empire,Commander of the Order of the British Empire,Empire Awards
15614	/m/0bgk945	"Russian Film Festival ""Literature and Cinema"",Kinotavr,Tiger Award"
15615	/m/05c0wz6	Filmfare Awards
15616	/m/027q38c	star on Hollywood Walk of Fame
15617	/m/03qjxrc	Golden Cross of the Order of Phoenix,Xenopoulou price
15618	/m/05ncr3	
15619	/m/0414vty	
15620	/m/05f3dq5	
15621	/m/07176y	
15622	/m/0hh1952	
15623	/m/03hj7cv	
15624	/m/02_y1w	
15625	/m/027n89s	
15626	/m/0hh19rx	
15627	/m/0jb0vs6	
15628	/m/063_7zw	
15629	/m/0bsvg0	
15630	/m/09dxtxd	
15631	/m/0gxtltq	
15632	/m/0gc03_w	
15633	/m/06znw0s	
15634	/m/0k5mn5_	
15635	/m/071y2h	
15636	/m/0jwlwr6	
15637	/m/09y411	
15638	/m/0h9jvpg	
15639	/m/0jtr6q	
15640	/m/01k30h	
15641	/m/05mwry7	
15642	/m/0j2dfr6	
15643	/m/0708pc	
15644	/m/071y48	
15645	/m/02p_mwb	
15646	/m/0dxw16	
15647	/m/02d9xv	
15648	/m/02994d	
15649	/m/0gbz7h7	
15650	/m/022q4l9	
15651	/m/065jlv	
15652	/m/03y_46	
15653	/m/04qbqqp	
15654	/m/07khqj6	
15655	/m/071x_6	
15656	/m/0hhq_sw	
15657	/m/04f0218	
15658	/m/0kt3kw	
15659	/m/0268z99	
15660	/m/04q6gl4	
15661	/m/0k6zdmq	
15662	/m/043q5ft	
15663	/m/071y4_	
15664	/m/0462d0b	
15665	/m/0g45w9	
15666	/m/014xzx	
15667	/m/0gxtltc	
15668	/m/08187c	
15669	/m/091h4c1	
15670	/m/0gbyh1q	
15671	/m/07r0fd	
15672	/m/0k6xkxx	
15673	/m/0hh19xp	
15674	/m/04n2tgy	
15675	/m/0j5fx8q	
15676	/m/0k6zd73	
15677	/m/0gcdnt7	
15678	/m/0h9jvq1	
15679	/m/04rqhr	
15680	/m/0gbywbw	
15681	/m/0bvq1xf	
15682	/m/034dkr	
15683	/m/0gbxqyk	
15684	/m/02_k2f	
15685	/m/070_q1	
15686	/m/0bhsvm	
15687	/m/0h74cx	
15688	/m/05f93dk	
15689	/m/076xk6m	
15690	/m/091h4c8	
15691	/m/0hp98xv	
15692	/m/0k6f6n4	
15693	/m/0h9jvnc	
15694	/m/043jq9j	
15695	/m/0b7bjh	
15696	/m/0ch4vcn	
15697	/m/0dr0s8	
15698	/m/02h0wp	
15699	/m/0gc3bl3	
15700	/m/03h_fqv	Rock and Roll Hall of Fame
15701	/m/08knbm	Zee Cine Award for Best Male Debut,Zee Cine Award for Best Actor – Male,Filmfare Award for Best Actor,Filmfare Award for Best Actor,Filmfare Award for Best Male Debut,IIFA Award for Best Actor,IIFA Award for Best Actor,Zee Cine Award – Critics' Choice Best Actor,Filmfare Critics Award for Best Actor,Filmfare Critics Award for Best Actor,Apsara Award for Best Actor in a Leading Role,Apsara Award for Best Actor in a Leading Role,Apsara Award for Best Male Debut,IIFA Award for Star Debut of the Year – Male,Stardust Award for Superstar of Tomorrow – Male,Stardust Award for Superstar of Tomorrow – Male,IIFA Award for Hottest Pair,IIFA Award for Hottest Pair
15702	/m/020vkw	Theatre World Award,star on Hollywood Walk of Fame
15703	/m/08_rjc	Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series,Drama Desk Award for Outstanding Featured Actor in a Play
15704	/m/05f44h9	NAACP Image Award for Outstanding Actress in a Motion Picture,Independent Spirit Award for Best Female Lead,OkayAfrica 100 Women
15705	/m/02qj31	Golden Ariel,Ariel Award for Best Actress,Ariel Award for Best Actress,Ariel Award for Best Actress,star on Hollywood Walk of Fame
15706	/m/0266c36	Brooklyn Film Festival,Boston Society of Film Critics Awards
15707	/m/02qqbdf	honorary doctorate,Exemplary/Supreme Award of the Te Waka Toi Awards,Officer of the New Zealand Order of Merit
15708	/m/0dhzn5	Padma Shri in arts,Filmfare Awards,National Film Award for Best Actress,National Film Award for Best Supporting Actress
15709	/m/06w5n12	Prime Minister's Award for Literary Achievement (Poetry),Cholmondeley Award
15710	/m/0bftyj	Time Machine Award
15711	/m/01yb88	Member of the Order of the British Empire
15712	/m/06rfwt	Knight's Cross of the Order for Merits to Lithuania,star on Hollywood Walk of Fame
15713	/m/06jpjl	star on Hollywood Walk of Fame
15714	/m/02ppsy	star on Hollywood Walk of Fame
15715	/m/0gc18zk	
15716	/m/070bqk	
15717	/m/0hphf_s	
15718	/m/0brch7	
15719	/m/02vxd82	
15720	/m/0gc7j63	
15721	/m/0gbwt32	
15722	/m/0llb82z	
15723	/m/0mz8b24	
15724	/m/0mz8hq2	
15725	/m/0gbzvfp	
15726	/m/0kst6p	
15727	/m/0gcx7_n	
15728	/m/0j_hxh	
15729	/m/0gbzc18	
15730	/m/027g8_l	
15731	/m/0833bt	
15732	/m/0frcdw	
15733	/m/0523pz4	
15734	/m/06rpvc	
15735	/m/07vwyfk	
15736	/m/03mb1y8	
15737	/m/03cbf6q	
15738	/m/0gbzbj0	
15739	/m/0k8c5g	
15740	/m/05f58kb	
15741	/m/0llb83g	
15742	/m/0cmg7g3	
15743	/m/06g6z1	
15744	/m/07ydlv1	
15745	/m/06tmk4	
15746	/m/0gcgxq_	
15747	/m/0j_hxp	
15748	/m/0gp8df	
15749	/m/0hphfzh	
15750	/m/051tfx	
15751	/m/0gbwgbf	
15752	/m/03ykq95	
15753	/m/0mz8h13	
15754	/m/0ddfchv	
15755	/m/0468c5q	
15756	/m/0gdl3vn	
15757	/m/0gpbx_	
15758	/m/03c70_1	
15759	/m/0gc3k07	
15760	/m/0hphf_f	
15761	/m/04ljznd	
15762	/m/0crmxk	
15763	/m/040jbn	
15764	/m/0j_hx8	
15765	/m/02ps_x5	
15766	/m/0gc3bx_	
15767	/m/05b4k1	
15768	/m/09qy40	
15769	/m/03mgnw1	
15770	/m/0llb81w	
15771	/m/063nxp	
15772	/m/0h28qzv	
15773	/m/0llb84s	
15774	/m/0hphg0b	
15775	/m/0mz8fy1	
15776	/m/0hphf_2	
15777	/m/0gc6mkq	
15778	/m/0268hgj	
15779	/m/05prs_	
15780	/m/05mwljl	
15781	/m/01wz01	
15782	/m/0bx648q	
